404, Tanjung Perak, -7.1967876, 112.7222925
405, Mathew Town Port, 20.9352707, -73.6825617
406, Unnamed Harbor, 63.9781054, 9.9959583
407, Puerto Santa Ana, -27.3359848, -55.5886955
408, Kafountine, 12.9252237, -16.7538276
409, Puerto Williams, -54.9321166, -67.5966493
410, Ballyleague Marina, 53.6730759, -7.9967017
411, 四坂港, 34.109726, 133.1915045
412, 榛原港, 34.7265313, 138.2293099
413, Cais Sul, 32.7362922, -16.7309751
414, Unnamed Harbor, 57.2975536, 10.9216253
415, Unnamed Harbor, 16.024889, 52.1683779
416, Puerto de Cabo San Juan, 1.1503088, 9.3601933
417, Stade Nautique du Roucas Blanc, 43.2669324, 5.3695895
418, Berkeley Yacht Harbor, 37.8660373, -122.3146922
419, Port de pêche, 17.1706508, -25.1671305
420, Terminal Sablier de Hondelange - Ornes, 49.2201598, 6.1814897
421, Puerto Primero, -25.9872412, -54.6262474
422, Unnamed Harbor, 31.373337, 120.8077654
423, Unnamed Harbor, 14.4817829, -60.9919127
424, Ehemaliger Fischereihafen, 54.6936846, 8.5745724
425, Cais Embarcadero, -30.0315359, -51.2403538
426, Port de Porspaul, 48.4436715, -4.7774092
427, Unnamed Harbor, 8.4951718, 123.7977668
428, Unnamed Harbor, 47.421498, -2.4674575
429, Carquín, -11.091128, -77.629481
430, Unnamed Harbor, 57.7464385, 16.6730726
431, Bläsinge Hamn, 56.6207506, 16.702148
432, West Marina, 48.9933854, 1.983456
433, Unnamed Harbor, 41.1302158, 16.8625213
434, Wendebecken, 49.9716346, 9.0944433
435, Pelabuhan Penyeberangan Waisai, -0.4101282, 130.8787981
436, Unnamed Harbor, 31.7006871, 130.6165925
437, Port du Canal, 47.3143964, 5.0260604
438, Port Everglades, 26.0917717, -80.1174381
439, Porto São José - PR, -22.7178722, -53.1774161
440, Deutzer Hafen, 50.9241348, 6.9768684
441, Unnamed Harbor, 64.805997, 10.5482061
442, Cleggan Harbour, 53.5571541, -10.1094042
443, Unnamed Harbor, 28.7405895, -13.8631407
444, Port de plaisance de Corny-sur-Moselle, 49.0413002, 6.0593401
445, Κορωνησία, 39.0147269, 20.9131716
446, Unnamed Harbor, 63.1053036, 7.7254437
447, Λιμένας Χίου, 38.3698671, 26.1412509
448, 灘漁港, 34.199149, 134.7993217
449, Unnamed Harbor, -21.6959711, -57.8878035
450, Haven van Zuidland, 51.8051045, 4.2830687
451, Unnamed Harbor, 43.1943697, 27.9051478
452, Værfthavn, 55.0949658, 10.2335615
453, Unnamed Harbor, 60.7523341, 4.9111079
454, Tebma Shipyards ltd., 13.3481307, 74.6977167
455, Unnamed Harbor, 16.1611742, -61.7761574
456, Port de Kassa Village, 9.48258, -13.7525525
457, Kanalhafen Worzeldorf, 49.3757925, 11.0972683
458, Saarhafen Saarlouis/Dillingen, 49.3394036, 6.7246463
459, Unnamed Harbor, 63.465407, 8.0059986
460, Unnamed Harbor, -17.7510964, -39.2237248
461, 椿泊漁港, 33.8320306, 134.6822011
462, Port ostréicole du Rocher, 44.6455215, -1.1285644
463, Bassin du Président Wilson, 43.3323705, 5.3455063
464, Ziegelhütten-Haab, 47.2460258, 8.7072353
465, Αλιευτικό Καταφύγιο Μαραθιά Ελίκας, 36.597227, 22.9153924
466, Terminal Forest, 44.4042632, 8.8899058
467, Porto de Navegantes, -26.8958261, -48.6629928
468, Unnamed Harbor, 62.3723945, 6.0319868
469, Unnamed Harbor, 62.103268, 5.230686
470, Unnamed Harbor, 41.3120811, 28.787173
471, Unnamed Harbor, -3.1419956, -60.022298
472, 野島漁港, 33.944873, 131.6941345
473, Unnamed Harbor, 14.8877324, -24.6784373
474, Unnamed Harbor, 59.7308295, 16.2106706
475, Unnamed Harbor, 35.7700629, 103.1550787
476, Henry Street South, 54.344717, -7.6479166
477, Unnamed Harbor, -15.4476478, 35.6476585
478, Kontejnerski terminal, 43.043874, 17.4280066
479, Unnamed Harbor, -16.5010459, 167.661428
480, Port Autonome de Nouadhibou (PAN) ميناء انواذيبوا المستقل, 20.8975031, -17.0553062
481, Sollentuna Båtklubb, 59.429331, 17.9650683
482, Unnamed Harbor, 38.2064693, 13.3274889
483, Unnamed Harbor, 45.7992452, 10.1039854
484, Puerto Puno, -15.8351754, -70.0145614
485, Harbour Master OLNE, 38.3945593, 24.0429935
486, Unnamed Harbor, 60.7775223, -148.6852083
487, City Sporthafen Hamburg, 53.5432201, 9.9801104
488, Unnamed Harbor, 60.7558078, 4.7396275
489, Benoa Port, -8.742468, 115.2094313
490, Port Autonome d'Abidjan, 5.2929742, -4.0163152
491, Unnamed Harbor, 61.2550388, -138.8018985
492, Fisherman's Wharf, 50.7136993, -127.490212
493, 尾岱沼漁港, 43.5691359, 145.2250099
494, Havnsø Havn, 55.7544834, 11.3264859
495, Marina di Stabia, 40.7194966, 14.4734909
496, Unnamed Harbor, 59.2318914, 5.4382831
497, Middle Basin, 57.6711999, -2.4983069
498, Ronehamn, 57.172245, 18.4903711
499, Grand Tortue Ahmeyim, 16.0651219, -16.6019648
500, Björlanda Kile, 57.7625623, 11.8036395
501, Unnamed Harbor, 61.3152376, 4.73159
502, Unnamed Harbor, 14.4548718, -11.4441374
503, Bunkerhafen, 51.4529724, 6.7430463
504, Unnamed Harbor, 57.7516714, 16.6766023
505, Scituate Harbor, 42.2028793, -70.7203183
506, Porto do Pecém, -3.5492661, -38.8110607
507, Port de Pêche du Pertuis, 43.5477382, 5.0306406
508, Puerto de Posadas "Teniente Eliana María Krawczyk", -27.3672261, -55.9853508
509, Unnamed Harbor, 58.1391635, 6.604991
510, Unnamed Harbor, -2.9701783, -57.5907887
511, Purerto de Granada, 11.930661, -85.9422012
512, 鹿磯漁港, 37.2939165, 136.7272269
513, Unnamed Harbor, -3.7215833, -73.2378994
514, порт Березники, 59.3903987, 56.7146958
515, 大浦港, 34.3459541, 133.5048353
516, Germersheim, 49.2335678, 8.3821014
517, Ancient Port, 19.1711759, 99.89376
518, Port de Pêche Saint-Jean de Luz, 43.3863365, -1.6649814
519, Unnamed Harbor, 59.3504733, 10.4730157
520, Unnamed Harbor, 33.8946423, 10.1203018
521, Unnamed Harbor, 64.9156248, 10.7817573
522, Unnamed Harbor, 68.9251344, 17.1246978
523, Rüdesheimer Yacht Club, 49.9791771, 7.945254
524, Unnamed Harbor, -24.8941647, -57.2573974
525, 宮浦港, 34.4554984, 133.9725986
526, WSV-Dykhausen, 53.5032368, 7.9676309
527, Unnamed Harbor, 56.1986841, 12.5438331
528, Terminal da Ponta da Madeira, -2.5543987, -44.3796418
529, West Bay Harbour, 50.7101548, -2.763161
530, Vivstavarv, 62.4911453, 17.3782283
531, Galați, 45.439598, 28.0818486
532, Port de Mèze, 43.422884, 3.6062859
533, Unnamed Harbor, 60.5168624, 5.0180968
534, Unnamed Harbor, -15.3388999, 168.1748005
535, Porto Pignataro, 38.4774499, 14.9626926
536, Unnamed Harbor, 69.1900475, 17.0373095
537, Unnamed Harbor, 51.3230091, 3.2018494
538, Puerto Belgrano, -38.8975487, -62.1013497
539, Neendakara Fishing Harbour, 8.9372182, 76.5386034
